algorithm,scenario_name,num_cloudlets,seed,population,iterations,episodes,w_energy,w_makespan,w_violation,makespan_sec,makespan_ms,total_energy_j,avg_waiting_sec,avg_waiting_ms,finished_cloudlets,mapping_time_ms,peak_memory_mb,deadline_miss_rate,avg_tardiness_sec,unit_note
PSO-SA,Scenario_2000,2000,1024,200,100,0,0.20,0.70,0.10,1193.1543,1193154.2857,178981.3879,158.0661,158066.0677,2000,631,0,1.0000,166.4250,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1002,200,100,0,0.20,0.70,0.10,503.7496,503749.6154,75575.6633,230.8920,230892.0257,5000,8489,5671,1.0000,233.8643,ms and sec explicitly named
DGWO,Scenario_5000,5000,1027,200,100,0,0.20,0.70,0.10,1998.8943,1998894.2857,299844.7897,300.2697,300269.6522,5000,10155,5230,1.0000,274.1339,ms and sec explicitly named
GO,Scenario_1000,1000,1015,200,100,0,0.20,0.70,0.10,309.6026,309602.5974,46445.8777,56.9093,56909.3013,1000,2224,2951,1.0000,55.3526,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1016,200,100,0,0.20,0.70,0.10,217.1688,217168.7938,32583.8256,92.3618,92361.7536,2000,2557,4530,1.0000,97.5616,ms and sec explicitly named
GO,Scenario_2000,2000,1018,200,100,0,0.20,0.70,0.10,867.5829,867582.8571,130145.2382,129.6383,129638.3198,2000,7588,2782,1.0000,122.1099,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1001,200,100,0,0.20,0.70,0.10,220.6043,220604.2857,33100.4842,92.2561,92256.1079,2000,1681,0,1.0000,96.0436,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1005,200,100,0,0.20,0.70,0.10,1157.5029,1157502.8571,173633.0220,161.2318,161231.7784,2000,604,2768,1.0000,166.5681,ms and sec explicitly named
DBDE,Scenario_1000,1000,1006,200,100,0,0.20,0.70,0.10,611.3957,611395.7143,91717.3328,66.3249,66324.8662,1000,1487,0,1.0000,36.7017,ms and sec explicitly named
DGWO,Scenario_2000,2000,1021,200,100,0,0.20,0.70,0.10,741.6871,741687.1429,111262.1343,110.2353,110235.2660,2000,3941,3069,1.0000,94.8950,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1006,200,100,0,0.20,0.70,0.10,1184.4429,1184442.8571,177676.1783,159.4799,159479.8771,2000,595,2448,1.0000,164.2520,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1017,200,100,0,0.20,0.70,0.10,211.3734,211373.4286,31712.8001,92.0277,92027.7382,2000,1580,0,1.0000,95.8285,ms and sec explicitly named
GO,Scenario_1000,1000,1021,200,100,0,0.20,0.70,0.10,333.4486,333448.5714,50023.9658,56.3600,56359.9860,1000,2314,2967,1.0000,56.5205,ms and sec explicitly named
GO,Scenario_1000,1000,1016,200,100,0,0.20,0.70,0.10,328.7071,328707.1429,49312.2881,57.3943,57394.3273,1000,2384,0,1.0000,54.5880,ms and sec explicitly named
DGWO,Scenario_5000,5000,1023,200,100,0,0.20,0.70,0.10,1659.5914,1659591.4286,248948.5468,296.2774,296277.4191,5000,10648,482,1.0000,272.2092,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1002,200,100,0,0.20,0.70,0.10,214.3520,214352.0000,32161.9172,91.9097,91909.7285,2000,1639,0,1.0000,94.7759,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1007,200,100,0,0.20,0.70,0.10,1199.5300,1199530.0000,179936.7869,159.6665,159666.5148,2000,729,0,1.0000,159.4337,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1008,200,100,0,0.20,0.70,0.10,1024.8371,1024837.1429,153732.2685,158.6713,158671.2987,2000,608,2150,1.0000,162.8119,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1018,200,100,0,0.20,0.70,0.10,217.2367,217236.7186,32591.7760,92.2197,92219.6923,2000,1679,0,1.0000,95.4733,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1003,200,100,0,0.20,0.70,0.10,209.7052,209705.1515,31463.6904,91.4864,91486.4479,2000,1624,0,1.0000,96.9728,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1009,200,100,0,0.20,0.70,0.10,1135.9843,1135984.2857,170405.5603,161.4442,161444.2043,2000,653,0,1.0000,163.9212,ms and sec explicitly named
GO,Scenario_1000,1000,1022,200,100,0,0.20,0.70,0.10,370.5829,370582.8571,55594.3693,56.1932,56193.1996,1000,2386,2461,1.0000,56.1044,ms and sec explicitly named
GO,Scenario_1000,1000,1017,200,100,0,0.20,0.70,0.10,365.3243,365324.2857,54805.1668,57.9244,57924.4400,1000,2465,2677,1.0000,56.3053,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1013,200,100,0,0.20,0.70,0.10,504.4169,504416.8571,75672.9303,231.1531,231153.0612,5000,4987,0,1.0000,236.5289,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1015,200,100,0,0.20,0.70,0.10,308.3475,308347.5000,46256.0506,100.4118,100411.8453,2000,768,3538,1.0000,103.8806,ms and sec explicitly named
DQN,Scenario_100,100,1029,0,0,200,0.20,0.70,0.10,30.6555,30655.4545,4602.4504,3.8336,3833.5731,100,9277,3769,1.0000,6.4607,ms and sec explicitly named
DQN,Scenario_100,100,1010,0,0,200,0.20,0.70,0.10,19.6450,19645.0000,2951.1086,3.3678,3367.8329,100,10466,1049,1.0000,5.8153,ms and sec explicitly named
DQN,Scenario_500,500,1001,0,0,200,0.20,0.70,0.10,129.9729,129972.8571,19500.2115,25.0341,25034.0883,500,48009,2421,1.0000,26.8171,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1019,200,100,0,0.20,0.70,0.10,219.7949,219794.8571,32975.6223,91.9322,91932.1834,2000,1581,0,1.0000,95.7784,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1021,200,100,0,0.20,0.70,0.10,16.9667,16966.6584,2546.7907,5.9878,5987.7583,100,95,490,1.0000,7.3106,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1010,200,100,0,0.20,0.70,0.10,1065.3795,1065379.4805,159812.7722,164.4832,164483.1812,2000,587,2625,1.0000,172.3998,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1022,200,100,0,0.20,0.70,0.10,19.2065,19206.5412,2882.5848,6.1460,6145.9920,100,164,0,1.0000,7.6252,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1023,200,100,0,0.20,0.70,0.10,18.3703,18370.3030,2757.0159,6.6330,6632.9636,100,89,460,1.0000,8.0271,ms and sec explicitly named
DGWO,Scenario_2000,2000,1003,200,100,0,0.20,0.70,0.10,553.9543,553954.2857,83101.8064,102.8199,102819.8522,2000,4023,2464,1.0000,97.5565,ms and sec explicitly named
GO,Scenario_2000,2000,1008,200,100,0,0.20,0.70,0.10,822.8300,822830.0000,123432.3107,128.4409,128440.9449,2000,7782,4674,1.0000,120.4338,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1024,200,100,0,0.20,0.70,0.10,19.4155,19415.4925,2914.1168,5.1976,5197.6327,100,90,440,1.0000,6.6646,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1025,200,100,0,0.20,0.70,0.10,20.4925,20492.5224,3075.6534,6.5842,6584.2130,100,89,355,1.0000,7.4319,ms and sec explicitly named
DQN,Scenario_100,100,1019,0,0,200,0.20,0.70,0.10,31.2471,31247.1429,4692.2575,3.6693,3669.2857,100,12012,513,1.0000,6.8149,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1026,200,100,0,0.20,0.70,0.10,19.1739,19173.8733,2877.4448,6.2976,6297.6135,100,89,335,1.0000,7.6500,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1027,200,100,0,0.20,0.70,0.10,17.7230,17723.0435,2660.0078,5.9780,5978.0011,100,88,348,1.0000,7.4168,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1028,200,100,0,0.20,0.70,0.10,16.2002,16200.2286,2431.8565,5.1864,5186.4008,100,90,412,1.0000,6.5622,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1029,200,100,0,0.20,0.70,0.10,18.6094,18609.3852,2793.1314,5.8402,5840.1658,100,90,455,1.0000,7.2552,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1016,200,100,0,0.20,0.70,0.10,331.9738,331973.8462,49803.5657,101.9597,101959.7181,2000,855,0,1.0000,106.5350,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1011,200,100,0,0.20,0.70,0.10,1115.7543,1115754.2857,167372.1374,167.1702,167170.2090,2000,576,2493,1.0000,167.1772,ms and sec explicitly named
DGWO,Scenario_1000,1000,1028,200,100,0,0.20,0.70,0.10,643.7786,643778.5714,96578.4819,69.1599,69159.8961,1000,1961,1514,1.0000,42.9707,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1020,200,100,0,0.20,0.70,0.10,212.7835,212783.4615,31924.6939,92.0600,92060.0360,2000,1591,0,1.0000,96.4454,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1017,200,100,0,0.20,0.70,0.10,294.3960,294396.0000,44163.0592,99.2483,99248.3471,2000,798,3329,1.0000,100.9780,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1012,200,100,0,0.20,0.70,0.10,1082.5371,1082537.1429,162386.7180,165.4244,165424.3569,2000,585,2345,1.0000,164.7083,ms and sec explicitly named
GO,Scenario_1000,1000,1023,200,100,0,0.20,0.70,0.10,312.3071,312307.1429,46851.8085,57.5743,57574.2784,1000,2816,0,1.0000,55.8300,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1013,200,100,0,0.20,0.70,0.10,1309.4629,1309462.8571,196427.9262,164.0359,164035.8924,2000,576,2473,1.0000,169.8532,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1018,200,100,0,0.20,0.70,0.10,332.3208,332320.8333,49853.2111,99.0716,99071.6185,2000,793,3506,1.0000,99.8041,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1003,200,100,0,0.20,0.70,0.10,517.0409,517040.8571,77571.1764,231.8115,231811.4882,5000,8670,1066,1.0000,236.1257,ms and sec explicitly named
GO,Scenario_2000,2000,1019,200,100,0,0.20,0.70,0.10,819.8043,819804.2857,122976.9732,129.3065,129306.5010,2000,8961,0,1.0000,122.9568,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1019,200,100,0,0.20,0.70,0.10,277.3870,277387.0000,41611.7056,98.6931,98693.0925,2000,841,0,1.0000,101.5045,ms and sec explicitly named
PSO-SA,Scenario_2000,2000,1014,200,100,0,0.20,0.70,0.10,1201.2300,1201230.0000,180192.4156,159.8552,159855.2086,2000,725,0,1.0000,161.3780,ms and sec explicitly named
DGWO,Scenario_1000,1000,1029,200,100,0,0.20,0.70,0.10,436.5686,436568.5714,65492.7200,57.3701,57370.0947,1000,2755,0,1.0000,42.8539,ms and sec explicitly named
GO,Scenario_1000,1000,1024,200,100,0,0.20,0.70,0.10,459.9400,459940.0000,68998.3279,59.3291,59329.1056,1000,2409,3366,1.0000,56.2355,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1021,200,100,0,0.20,0.70,0.10,209.0711,209071.1342,31366.9654,91.8579,91857.9175,2000,2858,5620,1.0000,94.9970,ms and sec explicitly named
DQN,Scenario_500,500,1016,0,0,200,0.20,0.70,0.10,157.0743,157074.2857,23566.8160,27.4464,27446.4463,500,55890,0,1.0000,30.5522,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1020,200,100,0,0.20,0.70,0.10,341.6992,341699.2308,51261.9565,100.9022,100902.2013,2000,803,3633,1.0000,103.6509,ms and sec explicitly named
DGWO,Scenario_2000,2000,1004,200,100,0,0.20,0.70,0.10,601.3886,601388.5714,90216.3531,104.7192,104719.1755,2000,4852,0,1.0000,93.6339,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1014,200,100,0,0.20,0.70,0.10,506.4097,506409.7143,75981.3280,231.3172,231317.2004,5000,5006,615,1.0000,234.2219,ms and sec explicitly named
DGWO,Scenario_5000,5000,1010,200,100,0,0.20,0.70,0.10,1772.6143,1772614.2857,265902.6537,297.7359,297735.9218,5000,12977,0,1.0000,275.3213,ms and sec explicitly named
DGWO,Scenario_5000,5000,1028,200,100,0,0.20,0.70,0.10,1851.7971,1851797.1429,277779.1045,297.3207,297320.6668,5000,10289,1020,1.0000,281.2666,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1005,200,100,0,0.20,0.70,0.10,320.3669,320366.9231,48061.2044,99.9903,99990.2903,2000,1383,0,1.0000,103.1395,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1021,200,100,0,0.20,0.70,0.10,301.3488,301348.7500,45210.2448,98.1679,98167.8873,2000,826,4345,1.0000,100.3390,ms and sec explicitly named
GO,Scenario_2000,2000,1009,200,100,0,0.20,0.70,0.10,833.7000,833700.0000,125061.3911,130.1584,130158.4278,2000,5891,5176,1.0000,123.6056,ms and sec explicitly named
DBDE,Scenario_5000,5000,1005,200,100,0,0.20,0.70,0.10,1547.0443,1547044.2857,232071.1927,257.1480,257148.0498,5000,11409,0,1.0000,224.0989,ms and sec explicitly named
GO,Scenario_1000,1000,1025,200,100,0,0.20,0.70,0.10,357.8186,357818.5714,53679.5568,57.3782,57378.1888,1000,2390,0,1.0000,56.2570,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1006,200,100,0,0.20,0.70,0.10,356.4946,356494.6154,53480.2239,102.9486,102948.5689,2000,822,0,1.0000,106.0409,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1022,200,100,0,0.20,0.70,0.10,214.6282,214628.2437,32201.0786,93.1963,93196.2538,2000,1996,2740,1.0000,97.2615,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1022,200,100,0,0.20,0.70,0.10,294.8250,294825.0000,44229.4570,98.2178,98217.7697,2000,827,0,1.0000,99.6553,ms and sec explicitly named
DQN,Scenario_500,500,1026,0,0,200,0.20,0.70,0.10,122.9750,122975.0000,18450.4817,26.2261,26226.1001,500,53658,7704,1.0000,29.0445,ms and sec explicitly named
GO,Scenario_1000,1000,1000,200,100,0,0.20,0.70,0.10,375.6473,375647.2727,56353.3810,58.1088,58108.7758,1000,3145,883,1.0000,56.1741,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1007,200,100,0,0.20,0.70,0.10,280.0375,280037.5000,42009.4697,97.0139,97013.9172,2000,871,0,1.0000,98.5085,ms and sec explicitly named
DGWO,Scenario_5000,5000,1024,200,100,0,0.20,0.70,0.10,1722.1214,1722121.4286,258328.0410,298.7558,298755.7507,5000,10224,2450,1.0000,279.9891,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1023,200,100,0,0.20,0.70,0.10,291.5533,291553.3333,43736.9975,98.2226,98222.5776,2000,831,0,1.0000,100.3303,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1008,200,100,0,0.20,0.70,0.10,279.7527,279752.6923,41968.2846,95.1156,95115.6010,2000,796,3165,1.0000,96.3628,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1023,200,100,0,0.20,0.70,0.10,218.8944,218894.4329,32840.6546,92.6457,92645.6502,2000,1886,1187,1.0000,96.1738,ms and sec explicitly named
DGWO,Scenario_2000,2000,1005,200,100,0,0.20,0.70,0.10,660.5586,660558.5714,99093.3585,106.0823,106082.3303,2000,3942,3962,1.0000,95.6275,ms and sec explicitly named
GO,Scenario_1000,1000,1026,200,100,0,0.20,0.70,0.10,348.1557,348155.7143,52229.3573,58.8218,58821.8472,1000,2804,0,1.0000,55.5023,ms and sec explicitly named
GO,Scenario_1000,1000,1001,200,100,0,0.20,0.70,0.10,317.9086,317908.5714,47692.3715,55.6582,55658.1615,1000,2322,0,1.0000,53.4541,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1009,200,100,0,0.20,0.70,0.10,307.3738,307373.8462,46109.9349,98.3089,98308.9189,2000,829,0,1.0000,102.0842,ms and sec explicitly named
SJF,Scenario_2000,2000,1015,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,0,0,1.0000,157.1534,ms and sec explicitly named
DQN,Scenario_100,100,1000,0,0,200,0.20,0.70,0.10,29.0186,29018.5714,4357.5380,3.1507,3150.6742,100,9701,1140,1.0000,5.7551,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1011,200,100,0,0.20,0.70,0.10,33.5046,33504.6078,5026.3743,14.6294,14629.3814,100,33,147,1.0000,16.6920,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1012,200,100,0,0.20,0.70,0.10,34.7931,34793.1105,5236.7276,14.8926,14892.5857,100,34,135,1.0000,15.6809,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1013,200,100,0,0.20,0.70,0.10,33.7364,33736.3547,5083.9372,14.9145,14914.5489,100,34,161,1.0000,15.9237,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1014,200,100,0,0.20,0.70,0.10,34.3674,34367.3529,5175.3457,14.8921,14892.1280,100,33,161,1.0000,16.0340,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1015,200,100,0,0.20,0.70,0.10,33.3062,33306.1765,5032.3593,14.9105,14910.5053,100,34,169,1.0000,14.7002,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1016,200,100,0,0.20,0.70,0.10,33.6350,33635.0000,5045.9452,14.6215,14621.4757,100,34,151,1.0000,14.5757,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1017,200,100,0,0.20,0.70,0.10,33.9153,33915.3298,5110.9081,14.8985,14898.4917,100,34,152,1.0000,16.9272,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1018,200,100,0,0.20,0.70,0.10,34.9403,34940.3030,5242.0325,14.2176,14217.5899,100,34,154,1.0000,14.6983,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1019,200,100,0,0.20,0.70,0.10,33.4555,33455.4545,5046.7819,14.8952,14895.1871,100,34,181,1.0000,16.5569,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1020,200,100,0,0.20,0.70,0.10,34.5805,34580.5258,5204.7314,14.8393,14839.2664,100,33,160,1.0000,17.0958,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1021,200,100,0,0.20,0.70,0.10,33.3309,33330.8824,5022.8341,14.8784,14878.3508,100,33,160,1.0000,15.3044,ms and sec explicitly named
SJF,Scenario_2000,2000,1016,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,0,0,1.0000,155.2689,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1022,200,100,0,0.20,0.70,0.10,33.4791,33479.1176,5058.4897,14.9143,14914.2986,100,37,192,1.0000,15.4839,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1023,200,100,0,0.20,0.70,0.10,31.0932,31093.1818,4665.2645,12.2443,12244.3064,100,87,0,1.0000,13.5969,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1024,200,100,0,0.20,0.70,0.10,33.6358,33635.7576,5062.5339,14.9421,14942.0586,100,34,134,1.0000,17.5342,ms and sec explicitly named
DCOA-TS,Scenario_2000,2000,1024,200,100,0,0.20,0.70,0.10,206.9163,206916.2857,31044.3483,91.6000,91599.9948,2000,1593,43,1.0000,95.8424,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1025,200,100,0,0.20,0.70,0.10,33.2324,33232.4242,4986.1188,12.3081,12308.1391,100,35,175,1.0000,11.5163,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1026,200,100,0,0.20,0.70,0.10,33.4665,33466.4706,5020.6871,14.6805,14680.5424,100,34,159,1.0000,16.3500,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1027,200,100,0,0.20,0.70,0.10,34.5464,34546.4349,5202.3135,14.8498,14849.7734,100,33,169,1.0000,16.0853,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1028,200,100,0,0.20,0.70,0.10,33.6876,33687.5758,5104.7265,14.9664,14966.3709,100,34,164,1.0000,16.9226,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1029,200,100,0,0.20,0.70,0.10,34.5309,34530.8824,5199.9714,14.8540,14853.9757,100,34,174,1.0000,16.9398,ms and sec explicitly named
DTSO-TS,Scenario_2000,2000,1010,200,100,0,0.20,0.70,0.10,300.7583,300758.3333,45119.6016,99.1297,99129.7291,2000,835,0,1.0000,102.9243,ms and sec explicitly named
SJF,Scenario_2000,2000,1017,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,0,1.0000,150.9444,ms and sec explicitly named
DCOA-TS,Scenario_100,100,1000,200,100,0,0.20,0.70,0.10,18.7265,18726.5217,2811.0839,5.7379,5737.9257,100,86,407,1.0000,7.2082,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1001,200,100,0,0.20,0.70,0.10,33.8652,33865.1872,5108.5904,14.8779,14877.9314,100,35,153,1.0000,16.0554,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1002,200,100,0,0.20,0.70,0.10,36.2585,36258.5294,5439.6536,14.3453,14345.3127,100,34,176,1.0000,14.9743,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1003,200,100,0,0.20,0.70,0.10,33.6007,33600.6595,5059.8901,14.9649,14964.9228,100,35,166,1.0000,16.5796,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1004,200,100,0,0.20,0.70,0.10,33.7290,33728.9929,5088.0453,14.8800,14880.0229,100,34,180,1.0000,16.1179,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1005,200,100,0,0.20,0.70,0.10,32.5245,32524.5455,4879.7673,13.3463,13346.3358,100,34,195,1.0000,15.1598,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1006,200,100,0,0.20,0.70,0.10,33.4282,33428.2353,5014.9297,14.6468,14646.7606,100,40,225,1.0000,16.8615,ms and sec explicitly named
DCOA-TS,Scenario_5000,5000,1015,200,100,0,0.20,0.70,0.10,537.5206,537520.5714,80645.2848,233.0538,233053.8326,5000,5028,1495,1.0000,237.3026,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1007,200,100,0,0.20,0.70,0.10,33.7909,33790.9002,5097.3841,14.9514,14951.3852,100,41,201,1.0000,14.7808,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1008,200,100,0,0.20,0.70,0.10,33.4667,33466.6756,5048.4746,14.9873,14987.3190,100,34,155,1.0000,15.6739,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1009,200,100,0,0.20,0.70,0.10,33.5621,33562.1212,5057.6809,14.9591,14959.0960,100,36,201,1.0000,16.4573,ms and sec explicitly named
SJF,Scenario_2000,2000,1018,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,1,1.0000,159.3616,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1010,200,100,0,0.20,0.70,0.10,33.7293,33729.3494,5088.0991,14.8867,14886.7298,100,34,160,1.0000,16.5847,ms and sec explicitly named
PSO-SA,Scenario_100,100,1022,200,100,0,0.20,0.70,0.10,32.0986,32098.5714,4818.8935,4.1142,4114.2094,100,27,104,1.0000,6.6520,ms and sec explicitly named
PSO-SA,Scenario_100,100,1023,200,100,0,0.20,0.70,0.10,41.7165,41716.5079,6262.0499,4.5761,4576.1360,100,27,121,1.0000,8.3983,ms and sec explicitly named
PSO-SA,Scenario_100,100,1024,200,100,0,0.20,0.70,0.10,35.5591,35559.0909,5337.9048,5.1586,5158.5630,100,26,110,1.0000,8.2928,ms and sec explicitly named
PSO-SA,Scenario_100,100,1025,200,100,0,0.20,0.70,0.10,42.6487,42648.6713,6402.7267,4.2042,4204.2292,100,26,105,1.0000,5.8084,ms and sec explicitly named
PSO-SA,Scenario_100,100,1026,200,100,0,0.20,0.70,0.10,29.3090,29309.0000,4400.3595,4.1628,4162.8170,100,27,116,1.0000,7.6549,ms and sec explicitly named
GO,Scenario_2000,2000,1020,200,100,0,0.20,0.70,0.10,695.6543,695654.2857,104355.0568,122.2288,122228.8465,2000,7628,113,1.0000,120.5507,ms and sec explicitly named
PSO-SA,Scenario_100,100,1027,200,100,0,0.20,0.70,0.10,29.4732,29473.2222,4424.5567,4.3733,4373.3163,100,37,125,1.0000,7.4857,ms and sec explicitly named
PSO-SA,Scenario_100,100,1028,200,100,0,0.20,0.70,0.10,40.6100,40610.0000,6096.3058,4.8758,4875.7548,100,27,114,1.0000,7.7096,ms and sec explicitly named
PSO-SA,Scenario_100,100,1029,200,100,0,0.20,0.70,0.10,69.5057,69505.7143,10431.9243,4.7260,4725.9502,100,29,130,1.0000,10.0033,ms and sec explicitly named
DTSO-TS,Scenario_100,100,1000,200,100,0,0.20,0.70,0.10,34.2269,34226.8627,5154.1894,14.9402,14940.2305,100,35,164,1.0000,15.7420,ms and sec explicitly named
SJF,Scenario_2000,2000,1019,0,0,0,0.20,0.70,0.10,1470.3100,1470310.0000,220556.8094,154.3967,154396.7275,2000,1,12,1.0000,163.0344,ms and sec explicitly named
